Total QI locked,"72,311,886",,,,,,,
"QI locked, not counting liquid lockers","65,758,243",,,,,,,
QI locked by liquid lockers,"6,553,642",,,,,,,
Total QI to be distributed (80%),"57,849,509",,,,,,,
Total BPT tokens for aveQI migration,"9,052,921",,,,,,,
Share of BPTs distributed to non-liquid lockers,90.94%,,,,,,,
Share of BPTs distributed to liquid lockers,9.06%,,,,,,,
Total BPT tokens distributed to non-liquid lockers,"8,232,453",,,,,,,
Total BPT tokens distributed to liquid lockers,"820,468",,,,,,,
,,,,,,,,
address,polygon endblock,amount,share of total BPTs,share of non-liquid locker BPTs,share of liquid locker BPTs,amount of non-liquid locker distribution,amount of liquid locker distribution,type
0x09fa38eba245bb68354b8950fa2fe71f02863393,77963310,"2,000.69",0.0027667%,0.0030425%,NA,250.4715995,,EOA
0x35a807f9dd68c7b03a992477f85cf5a08ee9a69e,78666364,"2,000.29",0.0027662%,0.0030419%,NA,250.4220687,,EOA
0xd6715f048b7812f6fcfd04a84cce9f391968e705,107454901,"2,000.09",0.0027659%,0.0030416%,NA,250.3961428,,EOA
0x789b3a661e6a48d386a3246606fca9a8ffd1a75a,39564565,"2,000.04",0.0027658%,0.0030415%,NA,250.3899873,,EOA
0x32fc89ea9895bf05e4c5086a7a7a48d622a0caff,52129607,"2,000.00",0.0027658%,0.0030414%,NA,250.3854247,,EOA
0x36efd9914d30b16575429516bfff0f196062dce9,41559393,"2,000.00",0.0027658%,0.0030414%,NA,250.3854247,,EOA
0x60662f562f0f06aff461a14526cf3b9344a947d2,90251294,"2,000.00",0.0027658%,0.0030414%,NA,250.3854247,,EOA
0x77f228ac7d85bbef757a590872d43495b25d00b4,83117457,"2,000.00",0.0027658%,0.0030414%,NA,250.3854247,,EOA
0xe810e951e0c8e2a2f78f8452584063a8654606a1,86022214,"2,000.00",0.0027658%,0.0030414%,NA,250.3854247,,EOA
0x539ee70082ee32ce1cfc3cb69e004d8d06fca2b4,96336335,"1,996.58",0.0027611%,0.0030362%,NA,249.9568130,,EOA
0x8d9ea09c1087c75faa39151557de6a30c2a49e7e,105297907,"1,988.99",0.0027506%,0.0030247%,NA,249.0072398,,EOA
0xeda18bbf6d77a93ba70fee0d2f317bdd23032770,89494508,"1,982.31",0.0027413%,0.0030145%,NA,248.1705569,,EOA
0x8e6bf84c3fdd45e60bed8ae233df200f389abe0c,78387769,"1,975.66",0.0027321%,0.0030044%,NA,247.3378353,,EOA
0x01e0b9117308a04ac343245a37ab27b9a6545650,96504391,"1,968.23",0.0027219%,0.0029931%,NA,246.4081327,,EOA
0x4036cfaba5f50ec243e00115a9cb44d75ccc0ec0,85916425,"1,958.29",0.0027081%,0.0029780%,NA,245.1641607,,EOA
0xf422f95011045f1081f55baae030940802de6c2f,86865018,"1,948.20",0.0026942%,0.0029627%,NA,243.8999124,,EOA
0xc43d29b87d2ec92e70de1ce30fcfdf58829e47d8,78769608,"1,939.67",0.0026824%,0.0029497%,NA,242.8321715,,EOA
0x5af9c58d53e462ca570191c5983dd44bca3a3092,46551027,"1,935.70",0.0026769%,0.0029437%,NA,242.3350324,,EOA
0x43491a9280d3acafc57622beb745921202c54ab6,36671834,"1,935.50",0.0026766%,0.0029434%,NA,242.3110970,,EOA
0x8f654bbbb635e5601e237317027dca4f814cc198,42493951,"1,924.04",0.0026608%,0.0029259%,NA,240.8763512,,EOA
0x953f55eacd3f8c6c9cff2bd95ef57aa2bcb970ed,81107052,"1,918.00",0.0026524%,0.0029167%,NA,240.1196223,,EOA
0xe6a3b16e73bd666a699e9c4df286bff35b3e62b4,44933368,"1,917.42",0.0026516%,0.0029159%,NA,240.0475064,,EOA
0x3afc8d62ff8ef01db6f6488373ce0b83e5ee9aa4,78777150,"1,914.26",0.0026472%,0.0029111%,NA,239.6517228,,EOA
0xe6dbc0ecc6351f6f5e51b3b7320b041ff433dd4a,43014613,"1,909.49",0.0026406%,0.0029038%,NA,239.0546680,,EOA
0x8b383f41e9200e65d711909ed4a9f3a6ec85df0b,91696781,"1,909.48",0.0026406%,0.0029038%,NA,239.0526738,,EOA
0x5a4cccda8f782cd5b48f5a9edc32f6d282aca6d1,83464381,"1,899.23",0.0026264%,0.0028882%,NA,237.7697551,,EOA
0x1c9674667d8468204452c52d610a0883e97c22ad,90393990,"1,899.07",0.0026262%,0.0028880%,NA,237.7493861,,EOA
0xb19eb98df97ed9270001014f76764a7cfbb167f3,39501155,"1,883.88",0.0026052%,0.0028649%,NA,235.8481386,,EOA
0xa8c49995efdcad8764e5e6ae1d56c4038cc00568,82392610,"1,879.21",0.0025988%,0.0028578%,NA,235.2633970,,EOA
0xc3dd0b4d4e17acc7c51eab7bcfecae6b28f37ec1,98779243,"1,871.92",0.0025887%,0.0028467%,NA,234.3512575,,EOA
0xf60bb1eb5647dbd8c5fe6c2bf31132bc61c309b8,86007322,"1,868.19",0.0025835%,0.0028410%,NA,233.8836923,,EOA
0x99227152ed70a61211507af224c478d3c50eaed1,85274684,"1,865.00",0.0025791%,0.0028361%,NA,233.4844086,,EOA
0xe06195cfb4cdcebf6997711952266105ccc99462,47732686,"1,856.98",0.0025680%,0.0028239%,NA,232.4800566,,EOA
0x77b691dec38da63b60b4adb4c153a17c18e29ce7,80850062,"1,855.77",0.0025663%,0.0028221%,NA,232.3290039,,EOA
0x203e4da599026388f421507db10b668c0b4da6ba,59345837,"1,854.68",0.0025648%,0.0028204%,NA,232.1917942,,EOA
0x877c0dc8913bf1b4464169f950c2be477a12dc3d,37042817,"1,846.92",0.0025541%,0.0028087%,NA,231.2209418,,EOA
0x8876b959a0b4393006449f29a2759b86bc5643c7,85916757,"1,844.19",0.0025503%,0.0028045%,NA,230.8794197,,EOA
0xdc120a50c99a748300434fd6b590c8a26e486540,77306983,"1,821.57",0.0025190%,0.0027701%,NA,228.0476077,,EOA
0xd6b97e042d03edbdc100eb55fbe43eb75f2e3036,47535990,"1,796.01",0.0024837%,0.0027312%,NA,224.8470015,,EOA
0x2187d1c03c8d9aa8d9416c6ce8d76df94ed160be,83674752,"1,795.42",0.0024829%,0.0027303%,NA,224.7730859,,EOA
0x3159bfbb1f89b363c24ead3aa5aaafe400269e69,52182414,"1,795.35",0.0024828%,0.0027302%,NA,224.7645248,,EOA
0xe9a788dacd3de5cf4bee7ec2fb3cd36110825464,68439415,"1,782.69",0.0024653%,0.0027110%,NA,223.1795533,,EOA
0x603a2531b6bab9666c77042b1da1639c9c5d1c33,82820571,"1,782.65",0.0024652%,0.0027109%,NA,223.1747929,,EOA
0x99e8845841bde89e148663a6420a98c47e15ebce,98685965,"1,779.62",0.0024610%,0.0027063%,NA,222.7954460,,EOA
0x3ee89c93c1beb2bddb5fe6de5026cdf5dd1a369a,89282067,"1,775.14",0.0024548%,0.0026995%,NA,222.2346908,,EOA
0x9cbf432592a670193d23f8dd0f4d056d4531683f,20423279,"1,743.19",0.0024106%,0.0026509%,NA,218.2341766,,EOA
0x3471c23e302cb6538921ec5655a0708781f9baae,43964752,"1,738.00",0.0024035%,0.0026430%,NA,217.5851282,,EOA
0x5df89e500d14fbdc01ca39af9e76e76bc46c7a09,95911580,"1,737.15",0.0024023%,0.0026417%,NA,217.4790208,,EOA
0xd6fd705ee0b31a9300d3e2154bcce777270cbb6f,79345410,"1,732.85",0.0023964%,0.0026352%,NA,216.9407879,,EOA
0xc0eb757415ca14b43b47cbb0b7475306a5188684,78462829,"1,730.00",0.0023924%,0.0026309%,NA,216.5835151,,EOA
0x01f55b5372ecaf891d1af44f9197361362e9e2f8,83017882,"1,727.32",0.0023887%,0.0026268%,NA,216.2475740,,EOA
0x536a465f96bd5ed7b75076b43206d0287d2d6e84,81864714,"1,723.94",0.0023840%,0.0026216%,NA,215.8243033,,EOA
0xcfae084c26582c38c2e9bfb92da7d54f842a7a5f,45169118,"1,721.13",0.0023802%,0.0026174%,NA,215.4731032,,EOA
0x4ba5553e964df6658776975aa9760c372c6aa285,28767521,"1,718.25",0.0023762%,0.0026130%,NA,215.1118309,,EOA
0x3e258aae11d7ea394b2eb1176ccd54d9eb83861b,85131397,"1,713.16",0.0023691%,0.0026052%,NA,214.4753961,,EOA
0x3794a52e13e24fdd9ec69d2358c09960db685919,79606991,"1,708.98",0.0023634%,0.0025989%,NA,213.9522780,,EOA
0x452bc1d9f91d35954e7e14d8527f7a5a9b26c0b3,46708652,"1,705.86",0.0023590%,0.0025941%,NA,213.5613249,,EOA
0xf1b9686626d78df34ec873fbb3b3ad052280505b,31228152,"1,704.07",0.0023566%,0.0025914%,NA,213.3366335,,EOA
0xb81d739df194fa589e244c7ff5a15e5c04978d0d,55836362,"1,700.85",0.0023521%,0.0025865%,NA,212.9335708,,EOA
0x42ad84090c46469701380bec4bb01ab2545a0ce4,52424151,"1,679.69",0.0023228%,0.0025543%,NA,210.2849377,,EOA
0x9e2b95cf797dea3ddc59f8d17f36f70a84d7bd72,80559345,"1,665.38",0.0023030%,0.0025326%,NA,208.4930802,,EOA
0x8393cfedeae293797dc76c3efac027f026342786,96839878,"1,661.15",0.0022972%,0.0025262%,NA,207.9641538,,EOA
0x7cf1cc99599a7efdfdc31deb1e7d1ffc2504ff84,99626485,"1,658.33",0.0022933%,0.0025219%,NA,207.6108711,,EOA
0xbee2d469aacb46251ae33cca91f482e26c971dff,101351832,"1,651.48",0.0022838%,0.0025114%,NA,206.7532787,,EOA
0xddec2683d394d51c2afdf3c9f93fea6db9a6547a,52263680,"1,645.00",0.0022749%,0.0025016%,NA,205.9420119,,EOA
0x2d0ac7340daa19c3cada3a681ec56183d99ab29f,77874422,"1,642.60",0.0022715%,0.0024979%,NA,205.6409496,,EOA
0x4a47096e0ddd4eed05ef00f0f081bc7700c6dd75,93595771,"1,636.53",0.0022632%,0.0024887%,NA,204.8821240,,EOA
0x98771bba24d57af722b4b43f55e002df4f7d29b2,96340321,"1,634.79",0.0022607%,0.0024861%,NA,204.6638650,,EOA
0xf1c925cd1e1c9771ab47d0d962343ada1a3f730e,40979025,"1,622.59",0.0022439%,0.0024675%,NA,203.1366025,,EOA
0xa22fae0feab7ea11337391d02d4ee41ff459581d,38170771,"1,618.65",0.0022384%,0.0024615%,NA,202.6428564,,EOA
0xae1692d8d045716c948b707550e91dbd2c55169a,86009949,"1,611.81",0.0022290%,0.0024511%,NA,201.7863174,,EOA
0xa4322a26c0fd7a05a7f0af2e72faee27f808979c,88466051,"1,598.88",0.0022111%,0.0024315%,NA,200.1684994,,EOA
0x1cb3fbb26b2e0b7c11396ce32cf230d80f481163,82609051,"1,595.56",0.0022065%,0.0024264%,NA,199.7520359,,EOA
0x73bb129019992794002af6f53a86d671a4887901,84780805,"1,589.59",0.0021982%,0.0024173%,NA,199.0051554,,EOA
0x7982398688c1a0df28f1649d8d21d74cd5a37bd2,26924135,"1,587.41",0.0021952%,0.0024140%,NA,198.7315733,,EOA
0xcce5da775ff95c4ae988331d94b185fedd82330a,33125917,"1,583.68",0.0021901%,0.0024083%,NA,198.2653247,,EOA
0x6d665459110077d7043403a47452a9756d71092d,89166896,"1,577.97",0.0021822%,0.0023997%,NA,197.5500946,,EOA
0x4527c75dfc50a5390dc663f81b627c39e7b9acad,93219899,"1,563.35",0.0021620%,0.0023774%,NA,195.7206455,,EOA
0x8a72c47f190f2118227a83da784a2ce45c54f484,95675334,"1,558.58",0.0021554%,0.0023702%,NA,195.1233891,,EOA
0x16eb1deae4c4c32805da237db93771b4cb12416a,80569437,"1,551.09",0.0021450%,0.0023588%,NA,194.1852701,,EOA
0xb6bbe5a785f6cfed3f65f2ba91ad20586b00f7e6,84569528,"1,542.96",0.0021338%,0.0023464%,NA,193.1678731,,EOA
0xd6c2d981eeccfb96505235e074f2a640c1c654f2,42588276,"1,537.34",0.0021260%,0.0023379%,NA,192.4639391,,EOA
0xf43ed2d56345e3101789aa6dd50232a2b3fa922a,83451574,"1,536.53",0.0021249%,0.0023366%,NA,192.3626436,,EOA
0x84d0f74d21a89f86b67e9a38d8559d0b4e10f12d,107277740,"1,533.84",0.0021211%,0.0023325%,NA,192.0255317,,EOA
0xcd26eacfa965e1a857f36ffc76c722ad83860635,35199825,"1,527.81",0.0021128%,0.0023234%,NA,191.2706018,,EOA
0x8e3bbdec40e33a8a5b90bf56c6d2692088406739,82173138,"1,527.08",0.0021118%,0.0023223%,NA,191.1797281,,EOA
0xbd1b3513bb0ce1529242cfb28926618809592362,77727491,"1,526.00",0.0021103%,0.0023206%,NA,191.0446688,,EOA
0xc3990e3432891450c18f33baf8d2db53ae5d30eb,51843403,"1,524.87",0.0021087%,0.0023189%,NA,190.9020993,,EOA
0x9dd897df19ffc27d6685e98accc394f88a73e475,87405674,"1,520.45",0.0021026%,0.0023122%,NA,190.3490165,,EOA
0xe3c811c3508edd755bf3ae63a0a937ee604b6f44,61792311,"1,519.53",0.0021014%,0.0023108%,NA,190.2339134,,EOA
0xb5a42393603f428d88ece3a7740443af11493adb,82829899,"1,515.86",0.0020963%,0.0023052%,NA,189.7750701,,EOA
0xae5c1911a53c129422dd6d5bd6c8e4ee62789e85,46103969,"1,515.27",0.0020955%,0.0023043%,NA,189.7011465,,EOA
0x23fa4be9954ecfa249b1ef5c027eb113542ac9ba,84806015,"1,514.87",0.0020949%,0.0023037%,NA,189.6503742,,EOA
0x51f13c84b49b64ba6b1615e7d91b11066908bf3c,37432588,"1,511.71",0.0020905%,0.0022989%,NA,189.2545947,,EOA
0x77c9dc116f3092adda6ee040b02baaeb985ba061,93329157,"1,510.94",0.0020895%,0.0022977%,NA,189.1591833,,EOA
0xb2c171e6513e25e703edacaeee33f72a99964514,88349711,"1,510.20",0.0020884%,0.0022966%,NA,189.0656987,,EOA
0x561601d349603ac8b827c893cb4f1f170c34bb20,77734381,"1,509.88",0.0020880%,0.0022961%,NA,189.0259456,,EOA
0x59bdfb381ca2080d0d042903e776d3dcb548050a,82587139,"1,505.46",0.0020819%,0.0022894%,NA,188.4723063,,EOA
0xbb9480fdb174063a2dedf31b50a4f06ae13ed964,45463470,"1,503.21",0.0020788%,0.0022860%,NA,188.1905431,,EOA
0x470e2c101884d0686327547a7b1b96a5c741f34e,55850759,"1,501.17",0.0020760%,0.0022829%,NA,187.9352757,,EOA
0x6673de59bd8887d015c0e8bd523e6fea2bf444a6,77613416,"1,500.00",0.0020743%,0.0022811%,NA,187.7890714,,EOA
0xe3668183f3524f50d8f03e91c8810ad7ae0051ab,51778031,"1,498.98",0.0020729%,0.0022795%,NA,187.6607705,,EOA
0x75274aa765789b4b55ebe2fb22373865efab4358,70453618,"1,497.17",0.0020704%,0.0022768%,NA,187.4345991,,EOA
0x69344717556c64dc49a2ba36267a04efacf34d27,86838426,"1,485.86",0.0020548%,0.0022596%,NA,186.0188728,,EOA
0x8098e9454d4aa286d5bb09f02a04200f4f3f5bc7,82363016,"1,477.77",0.0020436%,0.0022473%,NA,185.0056258,,EOA
0x4060369598c9ceae3178167387a26b885381493e,102454184,"1,468.36",0.0020306%,0.0022330%,NA,183.8284744,,EOA
0x61688d6b7d58520dd80871df266957113cd7fab4,55770840,"1,468.04",0.0020301%,0.0022325%,NA,183.7877869,,EOA
0xdf098b48de8a7024d1b7c0f3f0b22994c3e0efe1,79493658,"1,467.87",0.0020299%,0.0022322%,NA,183.7662388,,EOA
0xca60d9fa419f9859398a7c47fe2ee5396a4900c4,27684349,"1,462.59",0.0020226%,0.0022242%,NA,183.1052924,,EOA
0x034b2fd624f4895fc932ed31ed63d8be06b82c08,40787158,"1,459.22",0.0020180%,0.0022191%,NA,182.6841075,,EOA
0xa3fcd05cd04ba0d5558a3f560cc63cb2d89ba2aa,88246453,"1,454.73",0.0020117%,0.0022122%,NA,182.1214879,,EOA
0xa51fa51788de0bc5b534ab4cba23f0329ec5512c,27810182,"1,445.16",0.0019985%,0.0021977%,NA,180.9232226,,EOA
0x294c3c4f59b7a422230e59700bc0ae11020aa1c8,48035568,"1,437.57",0.0019880%,0.0021861%,NA,179.9734160,,EOA
0xb7b570dc117b4946925bc39166418516fb011cbb,107559097,"1,434.79",0.0019842%,0.0021819%,NA,179.6252255,,EOA
0x96942e59d8f8b5b92c257bc9c8e6c36b73ebb50d,42011362,"1,430.70",0.0019785%,0.0021757%,NA,179.1129902,,EOA
0xace1ced777f255e01d6772422c7f0189da11d494,84907832,"1,430.28",0.0019779%,0.0021751%,NA,179.0607680,,EOA
0xc875f257fae93bb9eb664b8b51057299d1527bb4,85604131,"1,429.85",0.0019773%,0.0021744%,NA,179.0074107,,EOA
0x9a3583a868156435ec9174b6310729b741d4379b,79872266,"1,423.97",0.0019692%,0.0021655%,NA,178.2711977,,EOA
0xd22f4c8e05339dfcfd927bd688ed9ebac84484d7,80057064,"1,421.71",0.0019661%,0.0021620%,NA,177.9877947,,EOA
0x0c470f23b09847fc99e20b63aa9b0c3db13bacf7,87323123,"1,419.08",0.0019624%,0.0021580%,NA,177.6580932,,EOA
0xa93242f0074ca8a20e4de93e69189fa4596263f2,84802095,"1,414.20",0.0019557%,0.0021506%,NA,177.0481409,,EOA
0x097e600c398702046664935e98c7b0263428530b,86491502,"1,413.51",0.0019547%,0.0021496%,NA,176.9613803,,EOA
0x35a3b416a837e35bf9d8da25aed655eb83b035f1,37518545,"1,407.08",0.0019458%,0.0021398%,NA,176.1561087,,EOA
0x31426feb31a80bdf5ebf7150ddb1e437a3d2346f,68758873,"1,400.25",0.0019364%,0.0021294%,NA,175.3012522,,EOA
0x83c0ed34e4b8d2a197b79a7ea401b9a37e1a90bc,81442812,"1,400.23",0.0019364%,0.0021294%,NA,175.2980499,,EOA
0x658d6ecc9c9ad22e05492c93a68b88feff61b93a,91952919,"1,400.00",0.0019361%,0.0021290%,NA,175.2697973,,EOA
0xc12a9f690aff7134f9d7ebe9265e78aff6ae8aad,82746658,"1,399.80",0.0019358%,0.0021287%,NA,175.2442545,,EOA
0x006b855e1ce71d0163e41c17fac02fcdedf0ef21,81616425,"1,392.54",0.0019257%,0.0021177%,NA,174.3360198,,EOA
0x53e213da8c28d85dc6663c3b5e35bb0ffbb05752,88094717,"1,390.89",0.0019235%,0.0021152%,NA,174.1295673,,EOA
0xb18dacf8937dcd595ac19f3ca4390e5a411b2eae,44568160,"1,390.25",0.0019226%,0.0021142%,NA,174.0491404,,EOA
0x1a9f7852501ca762c90addcdd880d28d897265f8,79786760,"1,380.83",0.0019095%,0.0020999%,NA,172.8699945,,EOA
0xe78f10f68a5d552b8cbb42e03f36622929f78c3b,43535353,"1,379.14",0.0019072%,0.0020973%,NA,172.6579497,,EOA
0xbd1bff03034ac340235e48ee35c85b1121b8198e,83607202,"1,362.55",0.0018843%,0.0020721%,NA,170.5812139,,EOA
0x720d07c87123c203300e3d06454cc52642e3db21,84313380,"1,360.34",0.0018812%,0.0020687%,NA,170.3042203,,EOA
0x88d5eb1993dd04bf2175f940e64fd49a90d13f8b,48664050,"1,360.08",0.0018809%,0.0020683%,NA,170.2725662,,EOA
0x770aaa6828e3659f2d12d6b8ca999d34344385e8,82191928,"1,353.49",0.0018717%,0.0020583%,NA,169.4474612,,EOA
0x275c17532103fd910f017f0c1e29c1d4ad45511e,98286704,"1,352.57",0.0018705%,0.0020569%,NA,169.3313127,,EOA
0x4f1dcfb5d1634c1dcdb0f338e7a5a97f2be91e4c,86735539,"1,347.36",0.0018633%,0.0020490%,NA,168.6797052,,EOA
0xfd812774a53fd61396665fc6e7e70df7e8cc91dc,83951361,"1,345.68",0.0018609%,0.0020464%,NA,168.4687546,,EOA
0x8e4f81436c9aaaf156b692de4c91ca0c7b2a6e9c,77307157,"1,343.24",0.0018576%,0.0020427%,NA,168.1634979,,EOA
0xc61bc65002390afeee22e207400f7d8291165aa5,35309498,"1,336.57",0.0018483%,0.0020325%,NA,167.3283837,,EOA
0x3dde3ef82fd2a51d2d1c9bab1e5d3b6d62013340,93167470,"1,332.84",0.0018432%,0.0020269%,NA,166.8620095,,EOA
0x5d9ac7a6df81b63d61e58facf04c60881f59c1c3,85378971,"1,326.21",0.0018340%,0.0020168%,NA,166.0323159,,EOA
0x33122d38582daa240a652059d3da89c26f031619,91882509,"1,318.00",0.0018227%,0.0020043%,NA,165.0039949,,EOA
0x259f1771abb4411efd14b602d9f130f0087aa59a,86739226,"1,317.91",0.0018225%,0.0020042%,NA,164.9926768,,EOA
0xb92246136f049607423b4c986302d407aef91a17,84536339,"1,316.54",0.0018206%,0.0020021%,NA,164.8216413,,EOA
0x9d2e29be44fb2c3d7afdbeb79f59f51224373aff,107166774,"1,315.78",0.0018196%,0.0020009%,NA,164.7254534,,EOA
0xe2bb7e228ec855e018e50d5063511e9b19096dad,50830932,"1,305.95",0.0018060%,0.0019860%,NA,163.4952130,,EOA
0x70a13e91621a580bc6773e8d27dff896ba6d76d3,89906711,"1,304.48",0.0018040%,0.0019838%,NA,163.3116623,,EOA
0x2db5990236c68015893eebe6f817b6ea22fc6579,101512734,"1,300.57",0.0017986%,0.0019778%,NA,162.8215357,,EOA
0xe5e173ec8f63820e278a89cd478126e13a00523e,79555491,"1,290.59",0.0017848%,0.0019626%,NA,161.5720746,,EOA
0x77b25d61834f3a3affb6c4d101a34e605ed84fd1,78953069,"1,287.24",0.0017801%,0.0019575%,NA,161.1524521,,EOA
0x87fc1313880d579039ac48db8b25428ed5f33c4a,95984840,"1,284.51",0.0017764%,0.0019534%,NA,160.8116487,,EOA
0x9f4625288fb381f74285ba84230403ce4b8a6c1d,93744115,"1,279.60",0.0017696%,0.0019459%,NA,160.1970345,,EOA
0x16ee89a6ea1ad44a95d296669254d3b170ef53da,58195627,"1,279.21",0.0017690%,0.0019453%,NA,160.1482386,,EOA
0xa4c9ebea7c35b0d06cc48f07b12cc172ea2545b2,78032480,"1,270.10",0.0017564%,0.0019315%,NA,159.0075401,,EOA
0x991b7ece25ab19745b33122b905b58453e3c3806,108084346,"1,267.67",0.0017531%,0.0019278%,NA,158.7024562,,EOA
0xac93109e895a086cb8c6ca381b47898b39ba48ed,47039372,"1,267.56",0.0017529%,0.0019276%,NA,158.6894386,,EOA
0x952f2c4b1a9c0938b71b9db486211fe90fa89c0d,26002546,"1,265.65",0.0017503%,0.0019247%,NA,158.4503184,,EOA
0x5bc0aa095632c76da0be9838d960da9a66fca30e,83570089,"1,262.50",0.0017459%,0.0019199%,NA,158.0552000,,EOA
0x0302f3434dbdee9d3faf680cba8a2bae6b34a83c,49519107,"1,262.29",0.0017456%,0.0019196%,NA,158.0291528,,EOA
0x414d5de6faf79b80069212efa523c9f8e825702f,100868654,"1,258.37",0.0017402%,0.0019136%,NA,157.5387374,,EOA
0x34ff77a853a14579d2120ac08c5e342cee08ad71,98049107,"1,250.00",0.0017286%,0.0019009%,NA,156.4908905,,EOA
0xe0f1f6d9b57db098a1c786a835a55a1ff64d39ee,79805910,"1,248.20",0.0017261%,0.0018982%,NA,156.2661068,,EOA
0xbfdf8646546979e87fc64441add2297c3dad946d,99108133,"1,247.82",0.0017256%,0.0018976%,NA,156.2184172,,EOA
0xbc25cba0c84ac6a5747d487f7f2510f72cb9c4c5,82887962,"1,245.40",0.0017223%,0.0018939%,NA,155.9146908,,EOA
0xc1bc773f45c95ab48abd8813462f4cc425176a48,32584519,"1,241.04",0.0017162%,0.0018873%,NA,155.3694266,,EOA
0xab96cb3351582398616868f235958b068bce2881,95419592,"1,230.98",0.0017023%,0.0018720%,NA,154.1097791,,EOA
0x486a57e2ee35c71dd83e6236f5c82ceef36b65b1,49635818,"1,220.75",0.0016882%,0.0018564%,NA,152.8291960,,EOA
0xa09da1d479ed04d69b61ccb6377aa9c5c901d0e7,106100014,"1,216.50",0.0016823%,0.0018500%,NA,152.2970573,,EOA
0xb26b4a4bba425ac28224cfdd45b4bd00c886cc33,85371789,"1,209.58",0.0016727%,0.0018394%,NA,151.4307696,,EOA
0x2221a864c1a755e252eab6df314f8c102265d62d,50017818,"1,208.51",0.0016712%,0.0018378%,NA,151.2960352,,EOA
0x205c465baf846518958199963900bb1b3c61e65d,79055968,"1,205.92",0.0016677%,0.0018339%,NA,150.9724600,,EOA
0x2a254687f5056ea5235d41f218d7e3bb946dadff,28424194,"1,205.69",0.0016673%,0.0018335%,NA,150.9438239,,EOA
0xc6b1345971f49b7164fd892e9dd4ba8f409172b0,37386472,"1,204.96",0.0016663%,0.0018324%,NA,150.8517313,,EOA
0x8ce134d810f5361f3d4bb0707482bcde92c26777,82180477,"1,201.44",0.0016615%,0.0018271%,NA,150.4110721,,EOA
0xaeded96ce60189dcd71f469477b56a66a14eb8c1,30112435,"1,201.35",0.0016613%,0.0018269%,NA,150.4002330,,EOA
0x58e6884f4c0c5f8114854ef7322b4cf03086f1fb,84451996,"1,200.20",0.0016598%,0.0018252%,NA,150.2563469,,EOA
0xd0561bdfbff0541be8526b84cedd805edf22d208,48698793,"1,197.92",0.0016566%,0.0018217%,NA,149.9709865,,EOA
0xe53ab209a541c969cd979223d347f5000b6fa3d8,99061392,"1,193.61",0.0016506%,0.0018152%,NA,149.4315942,,EOA
0x0fbc96775986b531196969fec6e4fba4f9c5e961,51885805,"1,188.13",0.0016431%,0.0018068%,NA,148.7458167,,EOA
0x9b2e1e038ac345c7d8b71cbc42ca8dfe1648dcad,90285261,"1,187.30",0.0016419%,0.0018055%,NA,148.6408699,,EOA
0x2c9bdd583e515eb958cb60ffe663b3acf16412d5,86740563,"1,186.27",0.0016405%,0.0018040%,NA,148.5118330,,EOA
0x8a62a0e7d381fe89287c3812996449507ddd5b35,83638265,"1,183.55",0.0016367%,0.0017998%,NA,148.1717233,,EOA
0x7e1e1c5ac70038a9718431c92a618f01f8dada18,106815267,"1,182.02",0.0016346%,0.0017975%,NA,147.9804264,,EOA
0x95689dfa2070d38d15e43878062dc0fceaa89b75,84506795,"1,177.01",0.0016277%,0.0017899%,NA,147.3525107,,EOA
0xd50ceae3dd50a8de3a0766bcbfd8e6c41979b6c4,78045469,"1,167.89",0.0016151%,0.0017760%,NA,146.2113534,,EOA
0xa4dda080e000478eb51c5a9e1122f98ca76ebd8e,77218515,"1,165.97",0.0016124%,0.0017731%,NA,145.9712162,,EOA
0x9f5c041240e185249393e94dfebd0ebd77bf9df8,82874077,"1,162.23",0.0016072%,0.0017674%,NA,145.5030150,,EOA
0x0f5c8334ad94cfe0fdc3851529b09a23f596ead3,77693177,"1,159.18",0.0016030%,0.0017628%,NA,145.1203518,,EOA
0x738d2cdd143b37ce542cf88a43760a44997b4c4b,84348668,"1,155.80",0.0015984%,0.0017577%,NA,144.6982233,,EOA
0x4e7e322cedd9c7c4a80fceb01f6a1e8b872a99c4,99782764,"1,154.19",0.0015961%,0.0017552%,NA,144.4957772,,EOA
0x460501463ddadf0b28e1b396f20e01df83a68274,42111129,"1,153.38",0.0015950%,0.0017540%,NA,144.3950877,,EOA
0x7633462869e0ff24f09acfc5d089d2399490fdf4,82958808,"1,150.00",0.0015903%,0.0017488%,NA,143.9716192,,EOA
0xc51d2e81aca55b23d3ce089169c77490109edebb,77491485,"1,148.96",0.0015889%,0.0017473%,NA,143.8417040,,EOA
0xcd7a0680c14b13618bf119ff899ed10ca4dbcccc,86177293,"1,140.10",0.0015766%,0.0017338%,NA,142.7319750,,EOA
0x585fef5c0c5f6ca8c3f64d9c802931005239d33b,105557050,"1,135.32",0.0015700%,0.0017265%,NA,142.1337998,,EOA
0x59e2ac9bed21b6530df70f08a15f3d3225fb5bb9,26658599,"1,131.68",0.0015650%,0.0017210%,NA,141.6783144,,EOA
0xde34a75c7950a36f34ef7c22f1ef1c8466901f2c,77403642,"1,130.31",0.0015631%,0.0017189%,NA,141.5065663,,EOA
0x2de26bfac302a1aa48d01dd10a3267aaea944629,38015907,"1,129.09",0.0015614%,0.0017170%,NA,141.3543344,,EOA
